comp_1 comp_2 class
0.3057791393292341 0.06730685306912879 versicolor
0.3255310835469311 0.07197957586663463 versicolor
0.4028359677530417 0.03805214806689564 versicolor
0.11299489585654508 -0.24063567073513126 versicolor
0.35293106619989323 -0.05133175421105498 versicolor
0.18407912717336022 -0.10987188243560782 versicolor
0.4179364599374469 0.10344698847071639 versicolor
-0.21234796671956166 -0.24294266217893437 versicolor
0.2205772304946907 -0.05016183478826269 versicolor
0.14672270228193654 -0.10858178666274293 versicolor
-0.16944174932417064 -0.372023097585339 versicolor
0.27070961213318734 0.009054721928185723 versicolor
-0.07065358920582025 -0.30112640198604124 versicolor
0.28943872278362426 -0.058894417513246713 versicolor
0.03960644463090378 -0.03149088613766943 versicolor
0.253813629586744 0.042547078861149265 versicolor
0.3094557848286253 -0.01995862544892741 versicolor
-0.07195767223451997 -0.16289423422628038 versicolor
0.34360665602549006 -0.23943503309225256 versicolor
-0.037190900607732336 -0.20333558718046635 versicolor
0.5580239988532292 0.08480193232824142 versicolor
0.11691132883701406 -0.06541831393740842 versicolor
0.40124526078921857 -0.16752626753398497 versicolor
0.15914549526776378 -0.12234862616042542 versicolor
0.1688768385795044 -0.04065853972942886 versicolor
0.25354851175944015 0.008284009594335746 versicolor
0.32540659045034703 -0.06771050839952841 versicolor
0.5481051943567234 0.027211112851732246 versicolor
0.32214488622106985 -0.03471164239746155 versicolor
-0.16526019851639762 -0.16254267152080268 versicolor
-0.052962253177465134 -0.2318295511185646 versicolor
-0.13477796468614733 -0.24260702071185997 versicolor
0.029648811813128405 -0.1182628737248289 versicolor
0.4861432234751887 -0.11350181705405714 versicolor
0.3042740971407259 -0.027762646376239125 versicolor
0.3768257329040938 0.13364022654033694 versicolor
0.3666418105802843 0.041786337797014336 versicolor
0.19574658557785873 -0.23249600834074527 versicolor
0.11481189232640276 -0.02997535397808777 versicolor
0.10834344382325334 -0.17991355312881618 versicolor
0.10173318001007031 -0.18917549056253002 versicolor
0.27160676202454936 -0.02276425338137391 versicolor
0.047480772572203275 -0.15439303785670166 versicolor
-0.20743139685896614 -0.26940171051843603 versicolor
0.13729530511876947 -0.12682763571627562 versicolor
0.06659949414652833 -0.04838902376515773 versicolor
0.13523469692942747 -0.06220350764630468 versicolor
0.16369515089160502 -0.048462560656740566 versicolor
-0.18970123250934182 -0.1709236915403089 versicolor
0.12205418820364419 -0.08679546112074701 versicolor
