sepal_len sepal_wid petal_len petal_wid class
0.872789503707929 1.1447884866986477 0.37253858435337917 0.16675931072818223 setosa
0.8385624643468339 0.9812472743131266 0.37253858435337917 0.16675931072818223 setosa
0.8043354249857386 1.0466637592673351 0.345928685470995 0.16675931072818223 setosa
0.7872219053051909 1.013955516790231 0.3991484832357634 0.16675931072818223 setosa
0.8556759840273814 1.177496729175752 0.37253858435337917 0.16675931072818223 setosa
0.924130062749572 1.2756214566070647 0.4523682810005319 0.33351862145636446 setosa
0.7872219053051909 1.1120802442215436 0.37253858435337917 0.2501389660922733 setosa
0.8556759840273814 1.1120802442215436 0.3991484832357634 0.16675931072818223 setosa
0.7529948659440957 0.9485390318360224 0.37253858435337917 0.16675931072818223 setosa
0.8385624643468339 1.013955516790231 0.3991484832357634 0.08337965536409112 setosa
0.924130062749572 1.2102049716528562 0.3991484832357634 0.16675931072818223 setosa
0.8214489446662862 1.1120802442215436 0.42575838211814765 0.16675931072818223 setosa
0.8214489446662862 0.9812472743131266 0.37253858435337917 0.08337965536409112 setosa
0.7358813462635481 0.9812472743131266 0.29270888770622655 0.08337965536409112 setosa
0.9925841414717624 1.3083296990841689 0.31931878658861074 0.16675931072818223 setosa
0.9754706217912149 1.4391626689925858 0.3991484832357634 0.33351862145636446 setosa
0.924130062749572 1.2756214566070647 0.345928685470995 0.33351862145636446 setosa
0.872789503707929 1.1447884866986477 0.37253858435337917 0.2501389660922733 setosa
0.9754706217912149 1.2429132141299604 0.4523682810005319 0.2501389660922733 setosa
0.872789503707929 1.2429132141299604 0.3991484832357634 0.2501389660922733 setosa
0.924130062749572 1.1120802442215436 0.4523682810005319 0.16675931072818223 setosa
0.872789503707929 1.2102049716528562 0.3991484832357634 0.33351862145636446 setosa
0.7872219053051909 1.177496729175752 0.26609898882384225 0.16675931072818223 setosa
0.872789503707929 1.0793720017444393 0.4523682810005319 0.41689827682045555 setosa
0.8214489446662862 1.1120802442215436 0.5055880787653003 0.16675931072818223 setosa
0.8556759840273814 0.9812472743131266 0.42575838211814765 0.16675931072818223 setosa
0.8556759840273814 1.1120802442215436 0.42575838211814765 0.33351862145636446 setosa
0.8899030233884767 1.1447884866986477 0.3991484832357634 0.16675931072818223 setosa
0.8899030233884767 1.1120802442215436 0.37253858435337917 0.16675931072818223 setosa
0.8043354249857386 1.0466637592673351 0.42575838211814765 0.16675931072818223 setosa
0.8214489446662862 1.013955516790231 0.42575838211814765 0.16675931072818223 setosa
0.924130062749572 1.1120802442215436 0.3991484832357634 0.33351862145636446 setosa
0.8899030233884767 1.341037941561273 0.3991484832357634 0.08337965536409112 setosa
0.9412435824301196 1.3737461840383773 0.37253858435337917 0.16675931072818223 setosa
0.8385624643468339 1.013955516790231 0.3991484832357634 0.16675931072818223 setosa
0.8556759840273814 1.0466637592673351 0.31931878658861074 0.16675931072818223 setosa
0.9412435824301196 1.1447884866986477 0.345928685470995 0.16675931072818223 setosa
0.8385624643468339 1.177496729175752 0.37253858435337917 0.08337965536409112 setosa
0.7529948659440957 0.9812472743131266 0.345928685470995 0.16675931072818223 setosa
0.872789503707929 1.1120802442215436 0.3991484832357634 0.16675931072818223 setosa
0.8556759840273814 1.1447884866986477 0.345928685470995 0.2501389660922733 setosa
