sepal_len sepal_wid petal_len petal_wid class
1.0781517398745006 1.0793720017444393 1.5965939329430536 2.084491384102278 virginica
0.9925841414717624 0.883122546881814 1.3571048430015955 1.584213451917731 virginica
1.2150598973188815 0.9812472743131266 1.5699840340606694 1.7509727626459135 virginica
1.0781517398745006 0.9485390318360224 1.4901543374135167 1.50083379655364 virginica
1.112378779235596 0.9812472743131266 1.5433741351782853 1.8343524180100046 virginica
1.3006274957216197 0.9812472743131266 1.756253326237359 1.7509727626459135 virginica
0.8385624643468339 0.8177060619276055 1.1974454497072902 1.417454141189549 virginica
1.2492869366799768 0.9485390318360224 1.6764236295902064 1.50083379655364 virginica
1.1466058185966912 0.8177060619276055 1.5433741351782853 1.50083379655364 virginica
1.2321734169994294 1.177496729175752 1.6232038318254378 2.084491384102278 virginica
1.112378779235596 1.0466637592673351 1.3571048430015955 1.6675931072818222 virginica
1.0952652595550483 0.883122546881814 1.410324640766364 1.584213451917731 virginica
1.1637193382772388 0.9812472743131266 1.4635444385311325 1.7509727626459135 virginica
0.9754706217912149 0.8177060619276055 1.3304949441192113 1.6675931072818222 virginica
0.9925841414717624 0.9158307893589182 1.3571048430015955 2.0011117287381865 virginica
1.0952652595550483 1.0466637592673351 1.410324640766364 1.9177320733740955 virginica
1.112378779235596 0.9812472743131266 1.4635444385311325 1.50083379655364 virginica
1.3177410154021674 1.2429132141299604 1.7828632251197434 1.8343524180100046 virginica
1.3177410154021674 0.8504143044047098 1.8360830228845118 1.9177320733740955 virginica
1.0268111808328577 0.7195813344962929 1.3304949441192113 1.2506948304613668 virginica
1.1808328579577865 1.0466637592673351 1.516764236295901 1.9177320733740955 virginica
0.9583571021106672 0.9158307893589182 1.3038850452368274 1.6675931072818222 virginica
1.3177410154021674 0.9158307893589182 1.7828632251197434 1.6675931072818222 virginica
1.0781517398745006 0.883122546881814 1.3038850452368274 1.50083379655364 virginica
1.1466058185966912 1.0793720017444393 1.516764236295901 1.7509727626459135 virginica
1.2321734169994294 1.0466637592673351 1.5965939329430536 1.50083379655364 virginica
1.061038220193953 0.9158307893589182 1.277275146354443 1.50083379655364 virginica
1.0439247005134054 0.9812472743131266 1.3038850452368274 1.50083379655364 virginica
1.0952652595550483 0.9158307893589182 1.4901543374135167 1.7509727626459135 virginica
1.2321734169994294 0.9812472743131266 1.5433741351782853 1.3340744858254578 virginica
1.2664004563605247 0.9158307893589182 1.6232038318254378 1.584213451917731 virginica
1.3519680547632626 1.2429132141299604 1.7030335284725906 1.6675931072818222 virginica
1.0952652595550483 0.9158307893589182 1.4901543374135167 1.8343524180100046 virginica
1.0781517398745006 0.9158307893589182 1.3571048430015955 1.2506948304613668 virginica
1.0439247005134054 0.8504143044047098 1.4901543374135167 1.1673151750972754 virginica
1.3177410154021674 0.9812472743131266 1.6232038318254378 1.9177320733740955 virginica
1.0781517398745006 1.1120802442215436 1.4901543374135167 2.0011117287381865 virginica
1.0952652595550483 1.013955516790231 1.4635444385311325 1.50083379655364 virginica
1.0268111808328577 0.9812472743131266 1.277275146354443 1.50083379655364 virginica
1.1808328579577865 1.013955516790231 1.4369345396487485 1.7509727626459135 virginica
1.1466058185966912 1.013955516790231 1.4901543374135167 2.0011117287381865 virginica
1.1808328579577865 1.013955516790231 1.3571048430015955 1.9177320733740955 virginica
0.9925841414717624 0.883122546881814 1.3571048430015955 1.584213451917731 virginica
1.1637193382772388 1.0466637592673351 1.5699840340606694 1.9177320733740955 virginica
1.1466058185966912 1.0793720017444393 1.516764236295901 2.084491384102278 virginica
1.1466058185966912 0.9812472743131266 1.38371474188398 1.9177320733740955 virginica
1.0781517398745006 0.8177060619276055 1.3304949441192113 1.584213451917731 virginica
1.112378779235596 0.9812472743131266 1.38371474188398 1.6675931072818222 virginica
1.061038220193953 1.1120802442215436 1.4369345396487485 1.9177320733740955 virginica
1.00969766115231 0.9812472743131266 1.3571048430015955 1.50083379655364 virginica
