comp_1 comp_2 class
1.2163028024853026 0.17736779349551404 virginica
0.6798899660860488 -0.0716661132153372 virginica
0.9632625894793959 0.0570835064359612 virginica
0.6994144302183976 -0.03682604485632936 virginica
0.998520768439522 0.05598712390475183 virginica
1.0847604518961473 0.03620982145323419 virginica
0.4355674615367128 -0.165984842866285 virginica
0.8338665118548974 -0.03818967752077717 virginica
0.7500931791456378 -0.1542004488717665 virginica
1.2481494537733413 0.2977999587491744 virginica
0.7527067196767208 0.12399982896805219 virginica
0.726447498634605 -0.05979226109083243 virginica
0.8934651189778309 0.06845389635985447 virginica
0.732753816299215 -0.11397456103458242 virginica
1.0091116239006688 0.04142782019787311 virginica
0.9800567756163886 0.15819933261299762 virginica
0.6867641571472222 0.007108140202855114 virginica
1.150561199115613 0.29377777193544574 virginica
1.275791857566474 -0.06554656943786463 virginica
0.4159561420497358 -0.2760845806631403 virginica
1.0550359338058533 0.15463296361641612 virginica
0.7076795596628989 -0.02102428976005052 virginica
1.0411995057495647 -0.042925965940150926 virginica
0.5955222390546864 -0.05716442516163812 virginica
0.9149095665688018 0.1440968516482408 virginica
0.7777797857337233 0.06629880441118534 virginica
0.5750994344516617 -0.02493627149342129 virginica
0.5833633733168494 0.02611473032052277 virginica
0.9032594303777526 -0.013645368429799323 virginica
0.6187998147496506 -0.0159782523817206 virginica
0.8740800889968885 -0.036563940280837856 virginica
0.9766052290437187 0.2857959590048819 virginica
0.9695689071440058 0.0029012064922112482 virginica
0.4252805522241388 -0.08798130178194268 virginica
0.4359720135154226 -0.20189954188115602 virginica
1.1424390755604583 0.10205050840448711 virginica
1.0856426607326872 0.2142586986915219 virginica
0.6818475872866265 0.033567188542356935 virginica
0.5652662947304706 0.02798182518558213 virginica
0.8782240020627059 0.10848607095538312 virginica
1.1029832141584237 0.13878356413667273 virginica
0.9643242513679249 0.15888653678554987 virginica
0.6798899660860488 -0.0716661132153372 virginica
1.0834575594467613 0.13919274249532992 virginica
1.1801474736338147 0.21028315133628306 virginica
0.9769745244391005 0.11495235172636523 virginica
0.6819894025966602 -0.10710907317465786 virginica
0.7728644064524416 0.0575086060330218 virginica
0.9857298706376265 0.20534832396328578 virginica
0.6091941551138078 0.006772498735780733 virginica
