comp_1 comp_2 class
-1.0578435394509373 0.07607340745261434 setosa
-1.0513965970556147 -0.08353590749048456 setosa
-1.0767359715192317 -0.024848705482765895 setosa
-1.0459886198616792 -0.07064998540701006 setosa
-1.0627601093115386 0.1025324557921164 setosa
-0.8802362542258838 0.225009507914088 setosa
-1.0021625558877925 0.04274887125318834 setosa
-1.042602422535818 0.036041232857086054 setosa
-1.0620250902587158 -0.1334070186119218 setosa
-1.1045255650960832 -0.07549052893805298 setosa
-1.0392162252099566 0.14273245112118207 setosa
-1.0322778754812882 0.02246810660105911 setosa
-1.1202969176658162 -0.10398449287615137 setosa
-1.1797698411128517 -0.10618722920828509 setosa
-1.0823487321113823 0.2667309853714237 setosa
-0.915104822262122 0.40005904397827374 setosa
-0.9422611931955998 0.24808592922894876 setosa
-0.9915340626846899 0.09261998237462511 setosa
-0.9364474734436421 0.1898079055798874 setosa
-0.9830050059921982 0.17793405345538252 setosa
-1.001226577675161 0.04011106405427907 setosa
-0.9143698032092994 0.16411956957423565 setosa
-1.1351484236570535 0.11000083525235368 setosa
-0.8077449528916048 0.0476836986261855 setosa
-0.9857591712540011 0.00516079061491355 setosa
-1.0177932837268056 -0.09117210768425946 setosa
-0.8944772342608824 0.063365277372392 setosa
-1.0397464608645643 0.07420631258755521 setosa
-1.0529269695903474 0.04961435911311294 setosa
-1.0302172672919463 -0.042156021468911876 setosa
-1.0253006974313508 -0.0686150698084135 setosa
-0.8996200936275126 0.08474242455573065 setosa
-1.1200102937306926 0.23982609048448997 setosa
-1.0637602461916653 0.3042088609293409 setosa
-1.0382160883298301 -0.05894395401604241 setosa
-1.084469674729813 -0.007373568763083551 setosa
-1.0629863988175734 0.0974505546359532 setosa
-1.1316604299217414 0.08208387040644996 setosa
-1.0798570510177905 -0.09727685448004905 setosa
-1.0400115786918682 0.039943243320741874 setosa
-1.0096311412710686 0.09448707723968446 setosa
-0.9946766482910671 -0.28935568071648554 setosa
-1.0845085030510824 -0.036554736873733895 setosa
-0.764184006745022 0.1268194860195706 setosa
-0.854670590256229 0.17140420706253232 setosa
-0.9876779641333098 -0.07089134303213024 setosa
-1.0338082480160224 0.15561837320465674 setosa
-1.0638205806207541 -0.03451982127513737 setosa
-1.0418070690539063 0.13883044065752626 setosa
-1.055782931261601 0.011449279382643555 setosa
