comp_1 comp_2 class
-1.0578435394509373 0.07607340745261434 setosa
-1.0513965970556147 -0.08353590749048456 setosa
-1.0767359715192317 -0.024848705482765895 setosa
-1.0459886198616792 -0.07064998540701006 setosa
-1.0627601093115386 0.1025324557921164 setosa
-0.8802362542258838 0.225009507914088 setosa
-1.0021625558877925 0.04274887125318834 setosa
-1.042602422535818 0.036041232857086054 setosa
-1.0620250902587158 -0.1334070186119218 setosa
-1.1045255650960832 -0.07549052893805298 setosa
-1.0392162252099566 0.14273245112118207 setosa
-1.0322778754812882 0.02246810660105911 setosa
-1.1202969176658162 -0.10398449287615137 setosa
-1.1797698411128517 -0.10618722920828509 setosa
-1.0823487321113823 0.2667309853714237 setosa
-0.915104822262122 0.40005904397827374 setosa
-0.9422611931955998 0.24808592922894876 setosa
-0.9915340626846899 0.09261998237462511 setosa
-0.9364474734436421 0.1898079055798874 setosa
-0.9830050059921982 0.17793405345538252 setosa
-1.001226577675161 0.04011106405427907 setosa
-0.9143698032092994 0.16411956957423565 setosa
-1.1351484236570535 0.11000083525235368 setosa
-0.8077449528916048 0.0476836986261855 setosa
-0.9857591712540011 0.00516079061491355 setosa
-1.0177932837268056 -0.09117210768425946 setosa
-0.8944772342608824 0.063365277372392 setosa
-1.0397464608645643 0.07420631258755521 setosa
-1.0529269695903474 0.04961435911311294 setosa
-1.0302172672919463 -0.042156021468911876 setosa
-1.0253006974313508 -0.0686150698084135 setosa
-0.8996200936275126 0.08474242455573065 setosa
-1.1200102937306926 0.23982609048448997 setosa
-1.0637602461916653 0.3042088609293409 setosa
-1.0382160883298301 -0.05894395401604241 setosa
-1.084469674729813 -0.007373568763083551 setosa
-1.0629863988175734 0.0974505546359532 setosa
-1.1316604299217414 0.08208387040644996 setosa
-1.0798570510177905 -0.09727685448004905 setosa
-1.0400115786918682 0.039943243320741874 setosa
-1.0096311412710686 0.09448707723968446 setosa
-0.9946766482910671 -0.28935568071648554 setosa
-1.0845085030510824 -0.036554736873733895 setosa
-0.764184006745022 0.1268194860195706 setosa
-0.854670590256229 0.17140420706253232 setosa
-0.9876779641333098 -0.07089134303213024 setosa
-1.0338082480160224 0.15561837320465674 setosa
-1.0638205806207541 -0.03451982127513737 setosa
-1.0418070690539063 0.13883044065752626 setosa
-1.055782931261601 0.011449279382643555 setosa
0.3057791393292341 0.06730685306912879 versicolor
0.3255310835469311 0.07197957586663463 versicolor
0.4028359677530417 0.03805214806689564 versicolor
0.11299489585654508 -0.24063567073513126 versicolor
0.35293106619989323 -0.05133175421105498 versicolor
0.18407912717336022 -0.10987188243560782 versicolor
0.4179364599374469 0.10344698847071639 versicolor
-0.21234796671956166 -0.24294266217893437 versicolor
0.2205772304946907 -0.05016183478826269 versicolor
0.14672270228193654 -0.10858178666274293 versicolor
-0.16944174932417064 -0.372023097585339 versicolor
0.27070961213318734 0.009054721928185723 versicolor
-0.07065358920582025 -0.30112640198604124 versicolor
0.28943872278362426 -0.058894417513246713 versicolor
0.03960644463090378 -0.03149088613766943 versicolor
0.253813629586744 0.042547078861149265 versicolor
0.3094557848286253 -0.01995862544892741 versicolor
-0.07195767223451997 -0.16289423422628038 versicolor
0.34360665602549006 -0.23943503309225256 versicolor
-0.037190900607732336 -0.20333558718046635 versicolor
0.5580239988532292 0.08480193232824142 versicolor
0.11691132883701406 -0.06541831393740842 versicolor
0.40124526078921857 -0.16752626753398497 versicolor
0.15914549526776378 -0.12234862616042542 versicolor
0.1688768385795044 -0.04065853972942886 versicolor
0.25354851175944015 0.008284009594335746 versicolor
0.32540659045034703 -0.06771050839952841 versicolor
0.5481051943567234 0.027211112851732246 versicolor
0.32214488622106985 -0.03471164239746155 versicolor
-0.16526019851639762 -0.16254267152080268 versicolor
-0.052962253177465134 -0.2318295511185646 versicolor
-0.13477796468614733 -0.24260702071185997 versicolor
0.029648811813128405 -0.1182628737248289 versicolor
0.4861432234751887 -0.11350181705405714 versicolor
0.3042740971407259 -0.027762646376239125 versicolor
0.3768257329040938 0.13364022654033694 versicolor
0.3666418105802843 0.041786337797014336 versicolor
0.19574658557785873 -0.23249600834074527 versicolor
0.11481189232640276 -0.02997535397808777 versicolor
0.10834344382325334 -0.17991355312881618 versicolor
0.10173318001007031 -0.18917549056253002 versicolor
0.27160676202454936 -0.02276425338137391 versicolor
0.047480772572203275 -0.15439303785670166 versicolor
-0.20743139685896614 -0.26940171051843603 versicolor
0.13729530511876947 -0.12682763571627562 versicolor
0.06659949414652833 -0.04838902376515773 versicolor
0.13523469692942747 -0.06220350764630468 versicolor
0.16369515089160502 -0.048462560656740566 versicolor
-0.18970123250934182 -0.1709236915403089 versicolor
0.12205418820364419 -0.08679546112074701 versicolor
1.2163028024853026 0.17736779349551404 virginica
0.6798899660860488 -0.0716661132153372 virginica
0.9632625894793959 0.0570835064359612 virginica
0.6994144302183976 -0.03682604485632936 virginica
0.998520768439522 0.05598712390475183 virginica
1.0847604518961473 0.03620982145323419 virginica
0.4355674615367128 -0.165984842866285 virginica
0.8338665118548974 -0.03818967752077717 virginica
0.7500931791456378 -0.1542004488717665 virginica
1.2481494537733413 0.2977999587491744 virginica
0.7527067196767208 0.12399982896805219 virginica
0.726447498634605 -0.05979226109083243 virginica
0.8934651189778309 0.06845389635985447 virginica
0.732753816299215 -0.11397456103458242 virginica
1.0091116239006688 0.04142782019787311 virginica
0.9800567756163886 0.15819933261299762 virginica
0.6867641571472222 0.007108140202855114 virginica
1.150561199115613 0.29377777193544574 virginica
1.275791857566474 -0.06554656943786463 virginica
0.4159561420497358 -0.2760845806631403 virginica
1.0550359338058533 0.15463296361641612 virginica
0.7076795596628989 -0.02102428976005052 virginica
1.0411995057495647 -0.042925965940150926 virginica
0.5955222390546864 -0.05716442516163812 virginica
0.9149095665688018 0.1440968516482408 virginica
0.7777797857337233 0.06629880441118534 virginica
0.5750994344516617 -0.02493627149342129 virginica
0.5833633733168494 0.02611473032052277 virginica
0.9032594303777526 -0.013645368429799323 virginica
0.6187998147496506 -0.0159782523817206 virginica
0.8740800889968885 -0.036563940280837856 virginica
0.9766052290437187 0.2857959590048819 virginica
0.9695689071440058 0.0029012064922112482 virginica
0.4252805522241388 -0.08798130178194268 virginica
0.4359720135154226 -0.20189954188115602 virginica
1.1424390755604583 0.10205050840448711 virginica
1.0856426607326872 0.2142586986915219 virginica
0.6818475872866265 0.033567188542356935 virginica
0.5652662947304706 0.02798182518558213 virginica
0.8782240020627059 0.10848607095538312 virginica
1.1029832141584237 0.13878356413667273 virginica
0.9643242513679249 0.15888653678554987 virginica
0.6798899660860488 -0.0716661132153372 virginica
1.0834575594467613 0.13919274249532992 virginica
1.1801474736338147 0.21028315133628306 virginica
0.9769745244391005 0.11495235172636523 virginica
0.6819894025966602 -0.10710907317465786 virginica
0.7728644064524416 0.0575086060330218 virginica
0.9857298706376265 0.20534832396328578 virginica
0.6091941551138078 0.006772498735780733 virginica
